scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr
SBI PSU Fund,500,5000,1.42,505,10,Richard Dsouza,2.32,-0.18,19.98,0.78,1.1,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,16,26.3,7.4
SBI Savings Fund,500,500,0.23,19441,10,R Arun,4.1,2.73,0.59,1.19,1.93,3,SBI Mutual Fund,3,Debt,Money Market Funds,5.5,5.3,6.2
SBI Short Term Debt Fund,500,5000,0.35,13289,10,Rajeev Radhakrishnan,1.57,5,1.7,2.44,1.02,2,SBI Mutual Fund,3,Debt,Short Duration Funds,4.6,6.4,6.8
SBI Small Cap Fund,500,5000,0.7,15395,10,R Srinivasan,4.07,6.48,16.81,0.75,1.88,6,SBI Mutual Fund,4,Equity,Small Cap Mutual Funds,8.2,38.3,15.3
SBI Tax Advantage Fund,0,500,1.76,28,9,R Srinivasan,4.1,9.96,16.07,0.84,1.85,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.9,41.1,21.8
SBI Technology Opportunities Fund,500,5000,0.87,2861,10,Saurabh Pant,2.36,8.38,19.71,0.77,1.51,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.7,37.1,21
Shriram Balanced Advantage Fund,1000,5000,0.6,48,4,Deepak Ramaraju,2.42,-0.22,7.82,0.53,1.22,6,Shriram Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,2.9,13.9,
Shriram Flexi Cap Fund,1000,5000,0.65,60,4,Deepak Ramaraju,2.74,-2.52,14.68,0.85,1.19,6,Shriram Mutual Fund,2,Equity,Flexi Cap Funds,1.4,21.5,
Shriram Hybrid Equity Fund,1000,5000,0.65,56,9,Deepak Ramaraju,2.79,-1.5,11.64,0.81,1.16,6,Shriram Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,0.7,17.7,8.9
Shriram Long Term Equity Fund,500,500,0.6,36,4,Deepak Ramaraju,2.37,-3.01,14.39,0.83,1.14,6,Shriram Mutual Fund,3,Equity,ELSS Mutual Funds,0.8,20.1,
Sundaram Aggressive Hybrid Fund,100,100,0.67,2981,10,S Bharath,4.11,2.31,11.63,0.8,1.46,5,Sundaram Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,1.2,21.7,9.7
Sundaram Arbitrage Fund,500,100,0.28,108,7,Rohit Seksaria,0.48,0.75,0.7,0.39,0.33,2,Sundaram Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,5.3,3.3,2.8
Sundaram Balanced Advantage Fund,500,100,0.62,1532,10,S Bharath,3.24,2.13,7.66,0.51,1.51,4,Sundaram Mutual Fund,5,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.9,11.9,7.2
Sundaram Banking & PSU Debt Fund,250,5000,0.19,450,10,Dwijendra Srivastava,0.73,3.49,1.35,2.13,0.48,2,Sundaram Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.5,5,6.1
Sundaram Consumption Fund,100,100,1.46,1106,10,Ratish Varier,3.32,0.56,14.69,0.8,1.28,6,Sundaram Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,7.3,22.5,8.8
Sundaram Corporate Bond Fund,250,5000,0.28,996,10,Dwijendra Srivastava,2.14,1.84,1.74,0.58,1.15,2,Sundaram Mutual Fund,4,Debt,Corporate Bond Mutual Funds,4.5,6.8,7.3
Sundaram Debt Oriented Hybrid Fund,100,5000,1.2,30,10,Dwijendra Srivastava,3.43,2.48,5.16,0.62,1.33,3,Sundaram Mutual Fund,2,Hybrid,Conservative Hybrid Mutual Funds,4.1,11.6,6.2
Sundaram Diversified Equity – Direct Growth,100,500,1.66,1623,10,Sudhir Kedia,3.5,0.65,15.5,0.9,1.41,6,Sundaram Mutual Fund,2,Equity,ELSS Mutual Funds,2.2,26.1,8.9
Sundaram Dividend Yield Fund,500,5000,1.02,382,10,Ratish Varier,4.03,2.79,13.93,0.8,1.55,6,Sundaram Mutual Fund,0,Equity,Dividend Yield Funds,3.2,26.4,11.7
Sundaram Emerging Small Cap Series III – Dir Growth,0,5000,0.75,297,5,Rohit Seksaria,4.45,8.84,19.13,0.86,1.97,2,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,9.4,43.7,
Sundaram Emerging Small Cap Series IV – Dir Growth,0,5000,0.75,208,5,Rohit Seksaria,4.29,7.54,18.88,0.85,1.9,4,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,6.7,41.4,
Sundaram Emerging Small Cap Series V – Dir Growth,0,5000,0.79,79,5,Rohit Seksaria,4.56,8.3,19.15,0.86,1.93,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,7.6,42.3,
Sundaram Emerging Small Cap Series VI – Dir Growth,0,5000,0.77,41,5,Rohit Seksaria,4.27,8.43,18.61,0.84,1.95,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,7.8,41.9,
Sundaram Emerging Small Cap Series VII – Dir Growth,0,5000,0.97,141,4,Rohit Seksaria,3.95,6.51,17.13,0.76,1.86,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,8,36.9,
Sundaram Equity Savings Fund,500,100,0.54,415,10,Sudhir Kedia,3.24,2.5,6.14,0.94,1.5,3,Sundaram Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,3.9,16.8,9.9
Sundaram Fin Serv Opportunities – Direct Growth,100,100,0.51,601,10,Rohit Seksaria,2.35,2.92,22.98,0.89,1.06,6,Sundaram Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.4,25.9,12.6
Sundaram Focused Fund,100,300,1.2,771,10,Ravi Gopalakrishnan,2.47,-1.91,16.55,0.94,1.22,6,Sundaram Mutual Fund,4,Equity,Focused Funds,-1.8,24.5,13.1
Sundaram Global Brand Fund,100,100,1.42,117,10,Rohit Seksaria,1.59,-,16.95,-,0.88,6,Sundaram Mutual Fund,0,Other,FoFs Overseas,2.4,20.5,7.7
Sundaram Infrastructure Advantage Fund,100,100,1.87,594,10,Ashish Aggarwal,2.9,6.79,18.26,0.68,1.55,6,Sundaram Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,7.3,32.5,9.1
Sundaram Large and Mid Cap Fund,100,100,0.72,4885,10,Ravi Gopalakrishnan,3.07,1.94,16.28,0.93,1.43,6,Sundaram Mutual Fund,3,Equity,Large & Mid Cap Funds,-1.3,25.4,11.7
Sundaram Large Cap Fund,100,100,0.6,2855,2,Sudhir Kedia,3.64,-0.51,15.44,0.91,1.3,6,Sundaram Mutual Fund,5,Equity,Large Cap Mutual Funds,0.9,,
Sundaram Liquid Fund,2000,1000,0.17,4169,10,Dwijendra Srivastava,4.89,1.36,0.38,0.74,0.98,2,Sundaram Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.2,3.3
Sundaram Low Duration Fund,2000,1000,0.33,433,10,Dwijendra Srivastava,3.93,1.44,4.28,-1.59,0.83,2,Sundaram Mutual Fund,2,Debt,Low Duration Funds,5.6,4.9,1.8
Sundaram LT MC Tax Advantage Fund,0,500,1.22,27,6,Rohit Seksaria,3.85,13.85,20.25,0.98,1.82,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,1.4,42.8,9.5
Sundaram LT MC Tax Advantage Fund,0,500,1.23,31,5,Rohit Seksaria,4.1,15.38,20.47,0.98,1.88,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,3.8,44.8,9.8
Sundaram LT MC Tax Advantage Fund,0,500,1.26,62,6,Rohit Seksaria,3.89,13.76,19.92,0.95,1.81,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,3.5,42.3,8.6
Sundaram LT Tax Advantage Fund,0,500,1.3,18,5,Rohit Seksaria,4.32,13.41,18.95,0.93,1.86,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,5.4,46.9,
Sundaram LT Tax Advantage Fund,0,500,1.2,10,7,Rohit Seksaria,3.46,2.08,16.02,0.94,1.51,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,4,29.2,12.5
Sundaram LT Tax Advantage Fund,0,500,1.01,16,8,Rohit Seksaria,3.5,2.52,16.1,0.94,1.53,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,4.4,29.6,11.5
Sundaram Medium Term Bond Fund,250,5000,1.11,45,10,Dwijendra Srivastava,0.08,-0.16,2.44,1.03,0.05,3,Sundaram Mutual Fund,2,Debt,Medium Duration Funds,2.5,5,5.3
Sundaram Mid Cap Fund,100,100,1.04,7048,10,S Bharath,3.74,-1.14,16.07,0.87,1.53,6,Sundaram Mutual Fund,2,Equity,Mid Cap Mutual Funds,4.3,27.4,8.2
Sundaram Money Market Fund,1000,1000,0.22,64,5,Sandeep Agarwal,4.91,1.87,0.44,0.96,1.34,1,Sundaram Mutual Fund,3,Debt,Money Market Funds,5.4,4.7,
Sundaram Multi Cap Fund,100,100,0.97,1795,10,Sudhir Kedia,3.06,2.11,15.69,0.9,1.48,6,Sundaram Mutual Fund,3,Equity,Multi Cap Funds,-2.2,28.1,11
Sundaram Multi Cap Fund,0,5000,0.79,84,5,Rohit Seksaria,3.45,0.55,15.71,0.91,1.39,6,Sundaram Mutual Fund,0,Equity,Multi Cap Funds,1.5,25,
Sundaram Multi Cap Fund,0,5000,0.79,143,5,Rohit Seksaria,3.46,0.55,15.69,0.91,1.39,6,Sundaram Mutual Fund,0,Equity,Multi Cap Funds,1.6,25,
Sundaram Nifty 100 Equal Weight Fund,500,100,0.46,52,10,Rohit Seksaria,2.51,-0.45,16.99,0.98,1.27,6,Sundaram Mutual Fund,2,Other,Index Funds,-3.1,26.2,8.2
Sundaram Overnight Fund,1000,5000,0.07,1006,4,Sandeep Agarwal,-0.3,0.6,0.35,0.46,-0.05,2,Sundaram Mutual Fund,2,Debt,Overnight Mutual Funds,5.4,3.9,
Sundaram Services Fund,750,100,0.93,2272,5,Rohit Seksaria,3.44,4.81,16.55,0.92,1.6,6,Sundaram Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,3.2,31.3,
Sundaram Short Duration Fund,2000,5000,0.28,200,10,Dwijendra Srivastava,2.28,2.16,4.82,-1.49,0.86,2,Sundaram Mutual Fund,5,Debt,Short Duration Funds,4.8,6.4,4.8
Sundaram Small Cap Fund,250,100,1.01,1962,10,Ravi Gopalakrishnan,3.47,6.06,18.08,0.83,1.88,6,Sundaram Mutual Fund,2,Equity,Small Cap Mutual Funds,1.6,44.9,9.3
Sundaram Tax Savings Fund,500,500,1.76,930,10,Sudhir Kedia,3.24,1.74,15.82,0.92,1.48,6,Sundaram Mutual Fund,3,Equity,ELSS Mutual Funds,1.2,27.7,9.9
Sundaram Ultra Short Duration Fund,2000,1000,0.17,1412,10,Sandeep Agarwal,4.75,2.16,0.46,0.99,1.85,3,Sundaram Mutual Fund,3,Debt,Ultra Short Duration Funds,5.7,4.7,4.5
Tata Arbitrage Fund,150,5000,0.28,5925,4,Sailesh Jain,1.97,1.94,0.75,0.69,1.36,1,Tata Mutual Fund,5,Hybrid,Arbitrage Mutual Funds,5.7,5,
Tata Balanced Advantage Fund,150,5000,0.28,6396,4,RahulSingh,4.01,3.8,8.5,0.57,1.69,4,Tata Mutual Fund,4,Hybrid,Dynamic Asset Allocation or Balanced Advantage,5.8,18.7,
Tata Banking & Financial Services Fund,150,5000,0.59,1272,7,Sonam Udasi,2.2,1.61,21.31,0.81,1,6,Tata Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.9,23.2,12.6
Tata Banking & PSU Debt Fund,150,5000,0.23,262,3,Amit Somani,1.68,4.51,2.28,1.85,0.89,2,Tata Mutual Fund,3,Debt,Banking and PSU Mutual Funds,4,6.9,
Tata Digital India Fund,150,5000,0.31,6765,7,Meeta Shetty,2.29,6.11,22.78,0.92,1.37,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-16,39,22.1
Tata Equity P/E Fund,150,5000,0.91,5119,10,Sonam Udasi,3.31,3.51,14.91,0.86,1.54,6,Tata Mutual Fund,2,Equity,Value Funds,6.6,27.8,10
Tata Equity Saving Fund,150,5000,0.12,142,10,Sailesh Jain,3.37,2.17,5.15,0.81,1.54,4,Tata Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,3.4,12,7.5
Tata Ethical Fund,150,5000,0.94,1501,10,Abhinav Sharma,2.75,4.88,14.48,0.74,1.53,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-1.6,27.9,13.1
Tata Flexi Cap Fund,150,5000,0.77,2096,5,Sonam Udasi,2.58,-1.52,13.88,0.79,1.23,6,Tata Mutual Fund,2,Equity,Flexi Cap Funds,-2.5,21.3,
Tata Floating Rate Fund,150,5000,0.3,225,2,Akhil Mittal,-,-,-,-,-,2,Tata Mutual Fund,4,Debt,Floater Mutual Funds,5.6,,
Tata Focused Equity Fund,150,5000,0.46,1212,3,Meeta Shetty,3.06,1.14,16.67,0.96,1.43,6,Tata Mutual Fund,3,Equity,Focused Funds,0.4,28.4,
Tata Gilt Securities Fund,150,5000,0.9,256,10,Akhil Mittal,0.31,0.07,2.99,0.66,0.27,2,Tata Mutual Fund,2,Debt,Gilt Mutual Funds,5.2,4.8,6.9
Tata Hybrid Equity Fund,150,5000,1.05,3166,10,Chandraprakash Padiyar,3.25,2.77,12.35,0.84,1.47,6,Tata Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,6.2,22.8,10.5
Tata India Consumer Fund,150,5000,0.91,1346,7,Sonam Udasi,2.78,1.38,13.88,0.73,1.31,6,Tata Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,2.8,23,10.6
Tata India Pharma & Healthcare Fund,150,5000,1.01,485,7,Meeta Shetty,2.41,2.68,18.72,0.86,1,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.1,21.7,14.8
Tata India Tax Savings Fund,500,500,0.76,3078,8,Tejas Gutka,3.36,0.43,16.24,0.94,1.39,6,Tata Mutual Fund,0,Equity,ELSS Mutual Funds,2.2,26.5,12
Tata Infrastructure Fund,150,5000,1.42,950,10,Abhinav Sharma,3.52,9.44,17.14,0.63,1.73,6,Tata Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,14,35,13.1
Tata Large & Mid Cap Fund,150,5000,0.89,3680,10,Chandraprakash Padiyar,3.47,2.58,16.57,0.94,1.46,6,Tata Mutual Fund,4,Equity,Large & Mid Cap Funds,8.8,33.5,14
Tata Large Cap Fund,150,5000,1.24,1365,10,Amey Sathe,3.05,0.45,16,0.94,1.35,6,Tata Mutual Fund,2,Equity,Large Cap Mutual Funds,1.8,25.7,11.3
Tata Liquid Fund,150,5000,0.21,18212,10,Amit Somani,4.25,1.42,0.38,0.8,0.93,2,Tata Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.3
Tata Mid Cap Growth Fund,150,5000,0.98,1759,10,Satish Chandra Mishra,3.3,0.16,15.94,0.87,1.61,6,Tata Mutual Fund,3,Equity,Mid Cap Mutual Funds,1.3,29.2,13.5
Tata Money Market Fund,150,5000,0.17,8814,10,Amit Somani,4.59,2.92,0.65,1.18,2.05,3,Tata Mutual Fund,5,Debt,Money Market Funds,5.7,5.6,4.8
Tata Nifty 50 Index Fund,150,5000,0.16,369,10,Sonam Udasi,3.45,-0.56,16.49,0.98,1.31,6,Tata Mutual Fund,3,Other,Index Funds,1,25.6,12
Tata Overnight Fund,1000,5000,0.09,3236,4,Amit Somani,-1.59,0.47,0.35,0.43,-0.3,1,Tata Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,
Tata Resources & Energy Fund,150,5000,0.91,232,7,Satish Chandra Mishra,2.48,16.72,20.36,0.49,1.44,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.4,34.7,15.5
Tata Retirement Savings Fund,150,5000,0.68,1557,10,Murthy Nagarajan,2.23,0.12,4.71,0.72,1.12,6,Tata Mutual Fund,3,Solution Oriented,Retirement Funds,0.5,19.3,9.4
Tata Retirement Savings Fund,150,5000,0.67,1259,10,Murthy Nagarajan,2.6,0.52,11.95,0.79,1.26,6,Tata Mutual Fund,2,Solution Oriented,Retirement Funds,-0.7,33.7,11.3
Tata Retirement Savings Fund,150,5000,0.97,166,10,Murthy Nagarajan,2.45,-1.98,14.02,0.79,1.19,4,Tata Mutual Fund,2,Solution Oriented,Retirement Funds,2.1,9.5,7.1
Tata S&P BSE Sensex Index Fund,150,5000,0.27,174,10,Sonam Udasi,3.2,-1.23,16.75,0.99,1.26,6,Tata Mutual Fund,4,Other,Index Funds,2.4,25.1,12.8
Tata Short Term Bond Fund,150,10000,0.37,2271,10,Murthy Nagarajan,1.88,4.74,1.87,2.16,0.99,2,Tata Mutual Fund,3,Debt,Short Duration Funds,4.7,6.6,5.8
Tata Small Cap Fund,150,5000,0.26,3300,4,Chandraprakash Padiyar,3.98,11.28,17.43,0.77,2.12,6,Tata Mutual Fund,4,Equity,Small Cap Mutual Funds,17.1,44.1,
Tata Treasury Advantage Fund,150,5000,0.3,2602,10,Akhil Mittal,2.98,3.08,0.87,1.28,1.58,2,Tata Mutual Fund,3,Debt,Low Duration Funds,5,5.6,5.2
Tata Ultra Short Term Fund,150,5000,0.25,1629,4,Akhil Mittal,4.14,2.45,0.48,1.1,2.03,2,Tata Mutual Fund,4,Debt,Ultra Short Duration Funds,5.5,5.1,
Tata Young Citizens Fund,500,500,1.8,257,10,Amey Sathe,2.85,1.44,15.49,0.9,1.46,6,Tata Mutual Fund,0,Solution Oriented,Childrens Funds,1.5,27.3,10.3
Taurus Banking & Financial Services-Direct Growth,1000,5000,1.66,8.91,10,Hardik Shah,2.12,-0.23,22.57,0.87,0.93,6,Taurus Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,9,21.9,11.9
Taurus Discovery (Midcap) Fund,1000,5000,2.19,74,10,Hardik Shah,2.28,-5.29,17.41,0.93,1.27,6,Taurus Mutual Fund,3,Equity,Mid Cap Mutual Funds,3.6,26.4,10.9
Taurus Ethical Fund,1000,5000,1.18,84,10,Anuj Kapil,2.66,0.83,13.82,0.73,1.29,6,Taurus Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.5,22.3,11.4
Taurus Flexi Cap Fund,1000,5000,2.59,233,10,Ankit Tikmany,1.69,-4.83,16.22,0.91,1.02,6,Taurus Mutual Fund,1,Equity,Flexi Cap Funds,-4.1,20.2,5.4
Taurus Infrastructure Fund,1000,5000,2.02,5.12,10,Neha Raichura,2.68,3.64,16.22,0.56,1.32,6,Taurus Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,-0.7,25.3,8.9
Taurus Largecap Equity Fund,1000,5000,0.44,30,10,Ankit Tikmany,1.64,-5.6,17.24,0.96,0.94,6,Taurus Mutual Fund,1,Equity,Large Cap Mutual Funds,-2.5,19.5,7.6
Taurus Nifty 50 Index Fund,1000,5000,0.44,2.38,10,Ramneek Kundra,3.29,-0.33,16.42,0.98,1.33,6,Taurus Mutual Fund,0,Other,Index Funds,1.2,25.8,12.3
Taurus Tax Shield – Direct Growth,500,500,1.73,59,10,Ramneek Kundra,2.62,2.15,13.7,0.76,1.47,6,Taurus Mutual Fund,3,Equity,ELSS Mutual Funds,6.8,24.4,10.6
Templeton India Equity Income Fund,500,5000,1.3,1350,10,Anand Radhakrishnan,3.87,13.72,13.41,0.7,2.26,6,Franklin Templeton Mutual Fund,0,Equity,Dividend Yield Funds,8.3,37.7,14.5
Templeton India Value Fund,500,5000,0.91,845,10,Anand Radhakrishnan,3.73,10.68,18.7,0.98,1.76,6,Franklin Templeton Mutual Fund,3,Equity,Value Funds,13.1,39.4,12.3
TRUSTMF Banking & PSU Debt Fund,1000,1000,0.21,345,2,Anand Nevatia,-,-,-,-,-,3,Trust Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3,,
TRUSTMF Liquid Fund,1000,1000,0.1,205,2,Anand Nevatia,-,-,-,-,-,2,Trust Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,,
TRUSTMF Short Term Fund,1000,1000,0.23,94,2,Anand Nevatia,-,-,-,-,-,2,Trust Mutual Fund,2,Debt,Short Duration Funds,4.2,,
Union Arbitrage Fund,500,1000,0.44,72,4,Vishal Thakker,0.98,1.51,0.73,0.79,0.63,1,Union Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5,4.4,
Union Balanced Advantage Fund,500,1000,0.94,1679,5,Parijat Agrawal,4.24,1.73,9.99,0.64,1.36,3,Union Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.6,18.3,10.2
Union Corporate Bond Fund,1000,1000,0.45,390,5,Parijat Agrawal,1.07,1.1,2.21,0.85,0.6,2,Union Mutual Fund,2,Debt,Corporate Bond Mutual Funds,3.1,6.2,
Union Dynamic Bond Fund,1000,1000,1.29,92,10,Parijat Agrawal,0.05,-0.29,2.89,1.41,0.04,3,Union Mutual Fund,1,Debt,Dynamic Bond,2.6,4.7,6
Union Equity Savings Fund,500,1000,1.47,133,5,Sanjay Bembalkar,3,0.32,5.85,0.91,1.17,3,Union Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,2,10.8,
Union Flexi Cap Fund,500,1000,1.06,1337,10,Sanjay Bembalkar,3.37,1.28,16.05,0.92,1.43,6,Union Mutual Fund,4,Equity,Flexi Cap Funds,0.6,27.7,12.9
Union Focused Fund,500,1000,1.57,317,4,Hardick Bora,3.33,1.82,15.14,0.85,1.44,6,Union Mutual Fund,4,Equity,Focused Funds,-0.1,26.2,
Union Large & Midcap Fund,500,1000,1.2,396,3,Sanjay Bembalkar,2.94,2.26,16.6,0.93,1.42,6,Union Mutual Fund,3,Equity,Large & Mid Cap Funds,0.7,27.6,
Union Largecap Fund,1000,1000,1.8,230,6,Hardick Bora,3.13,-1.55,16.41,0.97,1.24,6,Union Mutual Fund,2,Equity,Large Cap Mutual Funds,0.1,24.3,9.9
Union Liquid Fund,2000,5000,0.07,1688,10,Devesh Thacker,5.48,1.4,0.38,0.76,1,2,Union Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.4,4.6
Union Long Term Equity Fund,500,500,1.62,573,10,Sanjay Bembalkar,3.97,2.09,15.89,0.92,1.49,6,Union Mutual Fund,4,Equity,ELSS Mutual Funds,2.3,28.5,12.8
Union Medium Duration Fund,500,1000,0.64,170,3,Parijat Agrawal,-,-,-,-,-,3,Union Mutual Fund,2,Debt,Medium Duration Funds,2.3,,
Union Money Market Fund,2000,5000,0.24,144,2,Parijat Agrawal,-,-,-,-,-,2,Union Mutual Fund,3,Debt,Money Market Funds,5.4,,
Union Overnight Fund,2000,5000,0.08,158,4,Devesh Thacker,-0.18,0.55,0.35,0.42,-0.04,1,Union Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,
Union Small Cap Fund,500,1000,1.35,710,9,Hardick Bora,3.63,5.81,17.48,0.75,1.77,6,Union Mutual Fund,3,Equity,Small Cap Mutual Funds,-0.1,37.1,12.8
Union Value Discovery Fund,500,1000,1.59,144,4,Sanjay Bembalkar,4.01,2.11,17.21,0.99,1.43,6,Union Mutual Fund,3,Equity,Value Funds,2.9,29.7,
UTI-Arbitrage Fund,500,5000,0.34,3532,10,Rajeev Gupta,1.45,1.42,0.68,0.5,1.11,1,UTI Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.4,4.7,5.5
UTI-Banking & PSU Debt Fund,500,500,0.24,524,9,Anurag Mittal,3.32,1.2,3.44,-1.51,0.94,3,UTI Mutual Fund,1,Debt,Banking and PSU Mutual Funds,11,7.9,5.6
UTI-Banking and Financial Services Fund,500,5000,1.39,824,10,Amit Premchandani,2.17,1.05,24.46,0.94,0.98,6,UTI Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,8.2,24.4,6.7
UTI-Bond Fund,500,500,1.29,285,10,Amandeep Chopra,3.55,5.68,6.12,0.72,0.96,3,UTI Mutual Fund,5,Debt,Medium to Long Duration Funds,12,10.4,4.4
UTI-CCF Investment Plan – Direct Growth,500,1000,1.52,685,10,Vetri Subramaniam,3,-0.7,16.2,0.94,0.95,6,UTI Mutual Fund,0,Solution Oriented,Childrens Funds,-3.3,24.1,10.1
UTI-Core Equity Fund,500,5000,1.68,1506,10,V Srivatsa,3.56,4.97,17.02,0.96,1.58,6,UTI Mutual Fund,2,Equity,Large & Mid Cap Funds,4.1,30.7,10.2
UTI-Corporate Bond Fund,500,500,0.23,3092,5,Anurag Mittal,1.7,1.63,2.06,0.74,0.89,2,UTI Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.2,6.5,
UTI-Credit Risk Fund,500,500,0.81,438,10,Ritesh Nambiar,0.68,0.94,10.47,-2.54,0.41,4,UTI Mutual Fund,4,Debt,Credit Risk Funds,5,8.3,-0.9
UTI-Dividend Yield Fund,500,5000,1.45,2786,10,Swati Kulkarni,2.93,1.9,14.96,0.82,1.41,6,UTI Mutual Fund,0,Equity,Dividend Yield Funds,-1.5,26.8,11.3
UTI-Dynamic Bond Fund,500,500,0.81,469,10,Sudhir Agrawal,4.4,6.35,6.76,0.56,0.96,3,UTI Mutual Fund,3,Debt,Dynamic Bond,12.5,11,6.3
UTI-Equity Savings Fund,0,5000,0.68,257,5,V Srivatsa,4.06,3.98,5.99,0.91,1.75,3,UTI Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,6.1,14.7,
UTI-Flexi Cap Fund,500,5000,0.9,23944,10,Ajay Tyagi,2.36,-2.88,17.47,0.97,1.14,6,UTI Mutual Fund,4,Equity,Flexi Cap Funds,-9,22.5,12.2
UTI-Floater Fund,500,500,0.35,1637,4,Sudhir Agrawal,3.07,3.41,1.05,1.41,1.45,2,UTI Mutual Fund,3,Debt,Floater Mutual Funds,5.1,5.9,
UTI-Gilt Fund,500,500,0.67,517,10,Sudhir Agrawal,0.55,0.47,2.8,0.55,0.38,3,UTI Mutual Fund,3,Debt,Gilt Mutual Funds,5,5,7.3
UTI-Healthcare Fund,500,5000,1.47,655,10,V Srivatsa,1.99,1.12,20.55,0.94,0.91,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-9,22,12
UTI-Hybrid Equity Fund,500,1000,1.34,4286,10,V Srivatsa,3.63,5.77,12.55,0.84,1.69,6,UTI Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,5.3,25.8,9.8
UTI-India Consumer Fund,500,5000,1.8,436,10,Vishal Chopda,2.29,-1.44,13.74,0.71,1.09,6,UTI Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,-0.5,18,8.4
UTI-Infrastructure Fund,500,5000,1.92,1445,10,Sachin Trivedi,2.9,3.52,17.99,0.67,1.38,6,UTI Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,12.9,28,9.4
UTI-Liquid – Cash Plan – Direct Growth,0,500,0.14,31463,10,Amandeep Chopra,4.83,1.41,0.38,0.77,0.98,2,UTI Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.4,5.3
UTI-Long Term Equity Fund,500,500,0.95,2797,10,Vetri Subramaniam,2.98,-0.52,16.16,0.92,1.31,6,UTI Mutual Fund,3,Equity,ELSS Mutual Funds,-2.9,24.5,10.9
UTI-Mastershare – Direct Growth,500,100,0.97,10312,10,Karthikraj Lakshmanan,3.28,-0.57,15.87,0.93,1.29,6,UTI Mutual Fund,4,Equity,Large Cap Mutual Funds,-2,24.2,11.5
UTI-Medium Term Fund,500,500,1,54,8,Sunil Patil,0.47,0.85,3.04,0.8,0.35,3,UTI Mutual Fund,2,Debt,Medium Duration Funds,3.7,5.4,4.6
